20,100,8625.40,120765.94,34504.01,16786.19,OLTP-RW-MEM#smblade01-net#mysql55
30,100,8505.47,119067.53,34019.99,16601.30,OLTP-RW-MEM#smblade01-net#mysql55
40,100,8559.52,119845.03,34233.99,16715.99,OLTP-RW-MEM#smblade01-net#mysql55
50,100,8559.20,119831.98,34241.29,16705.99,OLTP-RW-MEM#smblade01-net#mysql55
60,100,8563.90,119939.11,34263.20,16521.98,OLTP-RW-MEM#smblade01-net#mysql55
70,100,8571.41,119971.17,34282.52,16576.48,OLTP-RW-MEM#smblade01-net#mysql55
80,100,8617.10,120664.18,34470.29,16651.07,OLTP-RW-MEM#smblade01-net#mysql55
90,100,8577.70,120118.00,34329.60,17095.52,OLTP-RW-MEM#smblade01-net#mysql55
100,100,8557.00,119790.43,34208.61,16756.07,OLTP-RW-MEM#smblade01-net#mysql55
110,100,8594.90,120332.50,34381.00,16761.09,OLTP-RW-MEM#smblade01-net#mysql55
120,100,8530.20,119424.24,34120.68,16715.99,OLTP-RW-MEM#smblade01-net#mysql55
130,100,8550.70,119700.05,34205.02,16616.22,OLTP-RW-MEM#smblade01-net#mysql55
140,100,8519.50,119305.71,34080.00,16601.30,OLTP-RW-MEM#smblade01-net#mysql55
150,100,8524.40,119363.90,34098.50,16826.44,OLTP-RW-MEM#smblade01-net#mysql55
160,100,8525.90,119366.49,34107.10,16695.99,OLTP-RW-MEM#smblade01-net#mysql55
170,100,8518.40,119276.70,34081.40,16866.78,OLTP-RW-MEM#smblade01-net#mysql55
180,100,8642.30,120975.25,34558.39,16786.19,OLTP-RW-MEM#smblade01-net#mysql55
190,100,8527.30,119428.49,34140.20,16876.88,OLTP-RW-MEM#smblade01-net#mysql55
200,100,8569.91,119996.27,34272.92,16791.22,OLTP-RW-MEM#smblade01-net#mysql55
210,100,8623.80,120701.10,34474.10,16606.27,OLTP-RW-MEM#smblade01-net#mysql55
220,100,8581.00,120106.70,34319.90,16811.34,OLTP-RW-MEM#smblade01-net#mysql55
230,100,8568.80,120021.50,34280.20,16746.04,OLTP-RW-MEM#smblade01-net#mysql55
240,100,8596.50,120342.41,34389.90,16766.11,OLTP-RW-MEM#smblade01-net#mysql55
250,100,8465.30,118483.95,33860.88,16781.17,OLTP-RW-MEM#smblade01-net#mysql55
260,100,7565.40,105965.03,30259.61,19648.66,OLTP-RW-MEM#smblade01-net#mysql55
270,100,8759.80,122669.17,35045.29,18275.64,OLTP-RW-MEM#smblade01-net#mysql55
280,100,8758.20,122664.74,35036.41,18651.45,OLTP-RW-MEM#smblade01-net#mysql55
290,100,8784.40,123003.81,35140.00,20410.00,OLTP-RW-MEM#smblade01-net#mysql55
300,100,8798.20,123132.45,35189.59,21270.77,OLTP-RW-MEM#smblade01-net#mysql55
310,100,8895.70,124643.04,35594.31,19379.96,OLTP-RW-MEM#smblade01-net#mysql55
320,100,8778.79,122933.12,35116.88,19531.38,OLTP-RW-MEM#smblade01-net#mysql55
330,100,8819.71,123485.38,35278.02,19420.61,OLTP-RW-MEM#smblade01-net#mysql55
340,100,8694.50,121749.00,34781.80,17864.57,OLTP-RW-MEM#smblade01-net#mysql55
350,100,8487.80,118812.49,33946.40,16521.98,OLTP-RW-MEM#smblade01-net#mysql55
360,100,8569.60,119995.54,34283.58,16591.37,OLTP-RW-MEM#smblade01-net#mysql55
370,100,8546.40,119665.17,34185.82,16761.09,OLTP-RW-MEM#smblade01-net#mysql55
380,100,8495.50,118947.59,33986.20,16736.02,OLTP-RW-MEM#smblade01-net#mysql55
390,100,8494.10,118923.52,33976.41,16541.78,OLTP-RW-MEM#smblade01-net#mysql55
400,100,8606.90,120523.48,34427.40,16566.55,OLTP-RW-MEM#smblade01-net#mysql55
410,100,8561.60,119843.71,34250.40,16626.17,OLTP-RW-MEM#smblade01-net#mysql55
420,100,8555.50,119761.04,34219.18,16447.96,OLTP-RW-MEM#smblade01-net#mysql55
430,100,8537.70,119614.97,34177.02,16566.55,OLTP-RW-MEM#smblade01-net#mysql55
440,100,8636.20,120878.19,34521.60,16482.47,OLTP-RW-MEM#smblade01-net#mysql55
450,100,8559.80,119836.81,34235.50,16721.00,OLTP-RW-MEM#smblade01-net#mysql55
460,100,8591.30,120282.50,34369.10,16611.25,OLTP-RW-MEM#smblade01-net#mysql55
470,100,8575.40,120101.19,34331.30,16983.31,OLTP-RW-MEM#smblade01-net#mysql55
480,100,8512.80,119179.65,34041.19,17126.25,OLTP-RW-MEM#smblade01-net#mysql55
490,100,8558.10,119798.41,34216.40,16811.34,OLTP-RW-MEM#smblade01-net#mysql55
500,100,8522.20,119338.14,34101.91,16866.78,OLTP-RW-MEM#smblade01-net#mysql55
510,100,8536.10,119490.69,34133.00,16497.27,OLTP-RW-MEM#smblade01-net#mysql55
520,100,8520.30,119315.50,34084.90,18171.99,OLTP-RW-MEM#smblade01-net#mysql55
530,100,8817.00,123454.21,35269.90,19212.45,OLTP-RW-MEM#smblade01-net#mysql55
540,100,8914.70,124847.14,35668.18,20507.99,OLTP-RW-MEM#smblade01-net#mysql55
550,100,8840.80,123782.65,35358.61,22793.63,OLTP-RW-MEM#smblade01-net#mysql55
560,100,8844.90,123863.45,35383.09,21623.87,OLTP-RW-MEM#smblade01-net#mysql55
570,100,8824.49,123562.90,35298.77,20155.01,OLTP-RW-MEM#smblade01-net#mysql55
580,100,8824.81,123602.52,35308.43,19867.49,OLTP-RW-MEM#smblade01-net#mysql55
590,100,8784.70,123006.92,35140.91,20624.96,OLTP-RW-MEM#smblade01-net#mysql55
600,100,8577.20,120097.90,34311.60,21036.49,OLTP-RW-MEM#smblade01-net#mysql55
10,1200,343.49,6422.67,1485.27,8926670.55,OLTP-RW-MEM#smblade01-net#mysql55
20,1200,875.40,12364.33,3504.71,4638490.42,OLTP-RW-MEM#smblade01-net#mysql55
30,1200,887.30,12527.50,3565.70,4241371.12,OLTP-RW-MEM#smblade01-net#mysql55
40,1200,874.70,12375.29,3509.50,5048554.30,OLTP-RW-MEM#smblade01-net#mysql55
50,1200,880.20,12442.42,3533.01,5226936.00,OLTP-RW-MEM#smblade01-net#mysql55
60,1200,892.10,12592.11,3584.50,5321661.67,OLTP-RW-MEM#smblade01-net#mysql55
70,1200,882.60,12453.41,3534.50,5969909.67,OLTP-RW-MEM#smblade01-net#mysql55
80,1200,894.40,12627.51,3589.80,6225409.75,OLTP-RW-MEM#smblade01-net#mysql55
90,1200,874.09,12373.61,3512.37,7286997.58,OLTP-RW-MEM#smblade01-net#mysql55
100,1200,880.00,12411.92,3530.60,7379189.79,OLTP-RW-MEM#smblade01-net#mysql55
110,1200,880.21,12410.39,3530.53,8862769.93,OLTP-RW-MEM#smblade01-net#mysql55
120,1200,864.09,12158.21,3457.08,8642698.57,OLTP-RW-MEM#smblade01-net#mysql55
130,1200,878.30,12359.32,3522.11,8460952.84,OLTP-RW-MEM#smblade01-net#mysql55
140,1200,874.70,12330.63,3502.91,9004498.80,OLTP-RW-MEM#smblade01-net#mysql55
150,1200,890.90,12584.24,3575.91,9401122.93,OLTP-RW-MEM#smblade01-net#mysql55
160,1200,848.50,11937.16,3402.29,8684191.41,OLTP-RW-MEM#smblade01-net#mysql55
170,1200,858.50,12057.10,3441.30,7598866.37,OLTP-RW-MEM#smblade01-net#mysql55
180,1200,828.40,11681.03,3317.51,7359336.62,OLTP-RW-MEM#smblade01-net#mysql55
190,1200,845.80,11907.66,3394.29,8240985.69,OLTP-RW-MEM#smblade01-net#mysql55
200,1200,829.10,11690.71,3322.20,10113466.70,OLTP-RW-MEM#smblade01-net#mysql55
210,1200,816.10,11567.81,3275.70,9367414.03,OLTP-RW-MEM#smblade01-net#mysql55
220,1200,787.60,11144.97,3161.69,11100191.04,OLTP-RW-MEM#smblade01-net#mysql55
230,1200,820.10,11615.23,3295.61,11799149.90,OLTP-RW-MEM#smblade01-net#mysql55
240,1200,835.20,11771.70,3349.70,9375829.91,OLTP-RW-MEM#smblade01-net#mysql55
250,1200,822.80,11599.71,3301.80,9692590.49,OLTP-RW-MEM#smblade01-net#mysql55
260,1200,821.40,11610.56,3294.89,13307952.47,OLTP-RW-MEM#smblade01-net#mysql55
270,1200,835.50,11775.04,3348.51,10017053.83,OLTP-RW-MEM#smblade01-net#mysql55
280,1200,817.90,11564.68,3281.59,10763172.96,OLTP-RW-MEM#smblade01-net#mysql55
290,1200,815.70,11500.49,3268.70,11170187.95,OLTP-RW-MEM#smblade01-net#mysql55
300,1200,782.60,11023.42,3138.31,10198588.89,OLTP-RW-MEM#smblade01-net#mysql55
310,1200,835.70,11812.51,3352.30,10508487.58,OLTP-RW-MEM#smblade01-net#mysql55
320,1200,836.70,11742.70,3350.20,10600107.10,OLTP-RW-MEM#smblade01-net#mysql55
330,1200,815.70,11506.79,3269.10,9228256.37,OLTP-RW-MEM#smblade01-net#mysql55
340,1200,812.20,11447.49,3260.80,10110439.80,OLTP-RW-MEM#smblade01-net#mysql55
350,1200,826.10,11635.97,3308.39,9039607.24,OLTP-RW-MEM#smblade01-net#mysql55
360,1200,782.70,11082.64,3139.81,9765396.85,OLTP-RW-MEM#smblade01-net#mysql55
370,1200,818.10,11542.20,3281.60,9675197.89,OLTP-RW-MEM#smblade01-net#mysql55
380,1200,834.70,11805.18,3355.59,13177141.16,OLTP-RW-MEM#smblade01-net#mysql55
390,1200,822.20,11583.71,3295.30,8468554.33,OLTP-RW-MEM#smblade01-net#mysql55
400,1200,833.60,11720.92,3339.60,10517928.62,OLTP-RW-MEM#smblade01-net#mysql55
410,1200,824.30,11610.59,3304.60,7731947.26,OLTP-RW-MEM#smblade01-net#mysql55
420,1200,789.80,11172.70,3170.80,8191796.10,OLTP-RW-MEM#smblade01-net#mysql55
430,1200,798.10,11243.61,3198.40,12092353.24,OLTP-RW-MEM#smblade01-net#mysql55
440,1200,789.30,11152.40,3162.70,6573976.97,OLTP-RW-MEM#smblade01-net#mysql55
450,1200,774.30,10958.47,3116.59,5651679.45,OLTP-RW-MEM#smblade01-net#mysql55
460,1200,747.10,10522.80,2989.30,5100198.46,OLTP-RW-MEM#smblade01-net#mysql55
470,1200,730.30,10308.11,2928.60,5206635.39,OLTP-RW-MEM#smblade01-net#mysql55
480,1200,719.50,10152.36,2886.19,4513844.00,OLTP-RW-MEM#smblade01-net#mysql55
490,1200,715.70,10104.43,2873.21,3019637.43,OLTP-RW-MEM#smblade01-net#mysql55
500,1200,711.40,10047.12,2851.80,1238628.10,OLTP-RW-MEM#smblade01-net#mysql55
510,1200,695.60,9816.01,2788.40,827368.87,OLTP-RW-MEM#smblade01-net#mysql55
520,1200,710.90,10029.48,2849.89,475693.01,OLTP-RW-MEM#smblade01-net#mysql55
530,1200,690.80,9758.63,2766.91,4504395.71,OLTP-RW-MEM#smblade01-net#mysql55
540,1200,675.60,9543.15,2703.69,658822.14,OLTP-RW-MEM#smblade01-net#mysql55
550,1200,692.30,9807.38,2778.49,632918.83,OLTP-RW-MEM#smblade01-net#mysql55
560,1200,742.00,10463.75,2977.01,551007.37,OLTP-RW-MEM#smblade01-net#mysql55
570,1200,690.50,9771.97,2771.09,602959.03,OLTP-RW-MEM#smblade01-net#mysql55
580,1200,713.00,10087.04,2860.81,409077.99,OLTP-RW-MEM#smblade01-net#mysql55
590,1200,735.10,10374.50,2949.10,510207.78,OLTP-RW-MEM#smblade01-net#mysql55
600,1200,716.40,10148.73,2879.21,10915669.57,OLTP-RW-MEM#smblade01-net#mysql55
10,13,4168.96,58375.91,16676.06,4584.23,OLTP-RW-MEM#smblade01-net#mysql55
20,13,4198.39,58779.57,16794.36,3867.46,OLTP-RW-MEM#smblade01-net#mysql55
30,13,4204.00,58859.22,16815.51,4175.48,OLTP-RW-MEM#smblade01-net#mysql55
40,13,4271.29,59796.10,17085.67,3438.23,OLTP-RW-MEM#smblade01-net#mysql55
50,13,4145.82,58045.14,16583.07,4928.64,OLTP-RW-MEM#smblade01-net#mysql55
60,13,4064.89,56911.83,16260.75,5011.95,OLTP-RW-MEM#smblade01-net#mysql55
70,13,4153.91,58149.03,16614.84,4517.48,OLTP-RW-MEM#smblade01-net#mysql55
80,13,4133.50,57869.74,16533.18,4803.38,OLTP-RW-MEM#smblade01-net#mysql55
90,13,4144.20,58024.16,16581.32,4631.13,OLTP-RW-MEM#smblade01-net#mysql55
100,13,4099.29,57388.42,16392.98,5060.19,OLTP-RW-MEM#smblade01-net#mysql55
110,13,4050.01,56700.60,16200.63,5125.75,OLTP-RW-MEM#smblade01-net#mysql55
120,13,4132.29,57852.82,16529.48,4777.57,OLTP-RW-MEM#smblade01-net#mysql55
130,13,4128.00,57793.33,16512.61,4872.89,OLTP-RW-MEM#smblade01-net#mysql55
140,13,4077.60,57090.17,16310.89,5055.65,OLTP-RW-MEM#smblade01-net#mysql55
150,13,4123.61,57724.72,16492.93,4859.78,OLTP-RW-MEM#smblade01-net#mysql55
160,13,4174.19,58436.58,16696.56,4596.60,OLTP-RW-MEM#smblade01-net#mysql55
170,13,4116.41,57627.11,16465.43,4992.49,OLTP-RW-MEM#smblade01-net#mysql55
180,13,4081.69,57153.95,16327.86,5095.15,OLTP-RW-MEM#smblade01-net#mysql55
190,13,4167.21,58338.46,16668.85,4647.79,OLTP-RW-MEM#smblade01-net#mysql55
200,13,4101.69,57419.21,16405.95,4977.57,OLTP-RW-MEM#smblade01-net#mysql55
210,13,4141.71,57991.39,16568.15,4852.51,OLTP-RW-MEM#smblade01-net#mysql55
220,13,4105.79,57480.28,16421.87,5019.46,OLTP-RW-MEM#smblade01-net#mysql55
230,13,3994.31,55916.63,15977.24,5502.59,OLTP-RW-MEM#smblade01-net#mysql55
240,13,4187.39,58626.24,16750.85,4787.59,OLTP-RW-MEM#smblade01-net#mysql55
250,13,4138.60,57942.46,16554.62,4924.21,OLTP-RW-MEM#smblade01-net#mysql55
260,13,4051.99,56735.10,16211.97,5170.44,OLTP-RW-MEM#smblade01-net#mysql55
270,13,4264.91,59703.11,17055.16,4294.64,OLTP-RW-MEM#smblade01-net#mysql55
280,13,4082.09,57149.87,16328.46,5045.07,OLTP-RW-MEM#smblade01-net#mysql55
290,13,4001.31,56023.28,16009.22,5451.77,OLTP-RW-MEM#smblade01-net#mysql55
300,13,4102.69,57434.79,16406.37,4999.97,OLTP-RW-MEM#smblade01-net#mysql55
310,13,4014.60,56206.06,16062.82,5199.93,OLTP-RW-MEM#smblade01-net#mysql55
320,13,4187.40,58620.46,16744.79,4941.93,OLTP-RW-MEM#smblade01-net#mysql55
330,13,4048.61,56680.31,16195.23,5246.83,OLTP-RW-MEM#smblade01-net#mysql55
340,13,4017.08,56241.78,16067.54,5220.20,OLTP-RW-MEM#smblade01-net#mysql55
350,13,4078.41,57096.14,16313.64,5187.49,OLTP-RW-MEM#smblade01-net#mysql55
360,13,4060.10,56838.87,16240.39,5138.04,OLTP-RW-MEM#smblade01-net#mysql55
370,13,4153.00,58143.35,16612.51,4967.15,OLTP-RW-MEM#smblade01-net#mysql55
380,13,4186.50,58610.25,16746.59,4826.44,OLTP-RW-MEM#smblade01-net#mysql55
390,13,4038.61,56533.31,16153.33,5161.16,OLTP-RW-MEM#smblade01-net#mysql55
400,13,4041.09,56582.68,16165.07,5116.55,OLTP-RW-MEM#smblade01-net#mysql55
410,13,4040.20,56566.73,16160.88,5098.20,OLTP-RW-MEM#smblade01-net#mysql55
420,13,4077.80,57088.46,16311.02,5073.84,OLTP-RW-MEM#smblade01-net#mysql55
430,13,4165.21,58312.84,16661.04,4638.06,OLTP-RW-MEM#smblade01-net#mysql55
440,13,4112.99,57584.24,16452.05,4985.02,OLTP-RW-MEM#smblade01-net#mysql55
450,13,4077.61,57082.74,16310.94,5131.89,OLTP-RW-MEM#smblade01-net#mysql55
460,13,4162.49,58273.31,16648.85,4767.57,OLTP-RW-MEM#smblade01-net#mysql55
470,13,4081.41,57149.09,16330.65,5043.56,OLTP-RW-MEM#smblade01-net#mysql55
480,13,4053.09,56736.29,16208.64,5190.60,OLTP-RW-MEM#smblade01-net#mysql55
490,13,4121.01,57694.75,16483.64,5144.19,OLTP-RW-MEM#smblade01-net#mysql55
500,13,4102.70,57440.44,16411.08,5095.15,OLTP-RW-MEM#smblade01-net#mysql55
510,13,4212.40,58975.24,16849.51,4181.73,OLTP-RW-MEM#smblade01-net#mysql55
520,13,4158.79,58222.03,16634.95,4902.15,OLTP-RW-MEM#smblade01-net#mysql55
530,13,3543.22,49598.82,14172.46,5807.21,OLTP-RW-MEM#smblade01-net#mysql55
540,13,3702.09,51840.29,14810.07,5179.73,OLTP-RW-MEM#smblade01-net#mysql55
550,13,3997.11,55958.32,15987.93,4592.47,OLTP-RW-MEM#smblade01-net#mysql55
560,13,3997.19,55960.38,15988.47,5170.44,OLTP-RW-MEM#smblade01-net#mysql55
570,13,4013.01,56179.42,16054.14,5189.04,OLTP-RW-MEM#smblade01-net#mysql55
580,13,4167.58,58348.46,16668.73,4783.29,OLTP-RW-MEM#smblade01-net#mysql55
590,13,4032.11,56446.09,16127.35,5081.44,OLTP-RW-MEM#smblade01-net#mysql55
600,13,4034.29,56483.48,16137.56,5116.55,OLTP-RW-MEM#smblade01-net#mysql55
10,145,6345.55,89021.44,25402.51,36512.00,OLTP-RW-MEM#smblade01-net#mysql55
20,145,6367.60,89142.66,25463.22,36326.67,OLTP-RW-MEM#smblade01-net#mysql55
30,145,6325.10,88588.68,25309.50,36424.67,OLTP-RW-MEM#smblade01-net#mysql55
40,145,6373.30,89224.82,25489.30,36196.42,OLTP-RW-MEM#smblade01-net#mysql55
50,145,6356.80,89013.49,25428.90,36370.19,OLTP-RW-MEM#smblade01-net#mysql55
60,145,6341.08,88763.77,25363.33,36196.42,OLTP-RW-MEM#smblade01-net#mysql55
70,145,6323.61,88563.84,25298.84,36479.23,OLTP-RW-MEM#smblade01-net#mysql55
80,145,6418.61,89879.99,25674.43,35926.55,OLTP-RW-MEM#smblade01-net#mysql55
90,145,6361.30,89080.31,25448.10,36272.34,OLTP-RW-MEM#smblade01-net#mysql55
100,145,6301.29,88238.81,25209.57,36643.39,OLTP-RW-MEM#smblade01-net#mysql55
110,145,6412.21,89790.17,25642.62,35808.45,OLTP-RW-MEM#smblade01-net#mysql55
120,145,6328.20,88597.15,25320.69,36544.80,OLTP-RW-MEM#smblade01-net#mysql55
130,145,6281.30,87964.04,25127.11,36819.31,OLTP-RW-MEM#smblade01-net#mysql55
140,145,6369.00,89170.71,25474.20,36023.47,OLTP-RW-MEM#smblade01-net#mysql55
150,145,6316.80,88435.51,25269.30,36918.64,OLTP-RW-MEM#smblade01-net#mysql55
160,145,6315.50,88472.85,25269.39,36687.29,OLTP-RW-MEM#smblade01-net#mysql55
170,145,6318.60,88478.34,25273.98,36742.24,OLTP-RW-MEM#smblade01-net#mysql55
180,145,6322.30,88497.72,25287.01,36665.33,OLTP-RW-MEM#smblade01-net#mysql55
190,145,6386.31,89458.28,25547.32,36055.84,OLTP-RW-MEM#smblade01-net#mysql55
200,145,6333.40,88650.66,25328.19,36632.42,OLTP-RW-MEM#smblade01-net#mysql55
210,145,6279.90,87941.28,25128.30,36786.26,OLTP-RW-MEM#smblade01-net#mysql55
220,145,6339.40,88744.25,25359.31,36424.67,OLTP-RW-MEM#smblade01-net#mysql55
230,145,6378.89,89341.03,25518.88,36250.63,OLTP-RW-MEM#smblade01-net#mysql55
240,145,6411.01,89752.18,25643.52,35980.36,OLTP-RW-MEM#smblade01-net#mysql55
250,145,6348.80,88887.29,25395.10,36435.57,OLTP-RW-MEM#smblade01-net#mysql55
260,145,6379.70,89355.51,25526.00,36066.63,OLTP-RW-MEM#smblade01-net#mysql55
270,145,6364.00,89108.61,25455.20,36261.49,OLTP-RW-MEM#smblade01-net#mysql55
280,145,6297.70,88183.70,25191.90,37084.78,OLTP-RW-MEM#smblade01-net#mysql55
290,145,6392.20,89527.15,25579.69,36654.36,OLTP-RW-MEM#smblade01-net#mysql55
300,145,6275.40,87901.30,25136.00,37419.31,OLTP-RW-MEM#smblade01-net#mysql55
310,145,6282.10,87906.30,25086.90,37632.73,OLTP-RW-MEM#smblade01-net#mysql55
320,145,6298.40,88232.73,25219.51,37285.13,OLTP-RW-MEM#smblade01-net#mysql55
330,145,6299.80,88177.52,25178.71,37140.32,OLTP-RW-MEM#smblade01-net#mysql55
340,145,6242.60,87401.40,24967.80,37644.00,OLTP-RW-MEM#smblade01-net#mysql55
350,145,6274.60,87900.77,25114.09,37700.38,OLTP-RW-MEM#smblade01-net#mysql55
360,145,6276.90,87845.52,25096.60,37340.98,OLTP-RW-MEM#smblade01-net#mysql55
370,145,6250.80,87560.75,25009.19,44594.01,OLTP-RW-MEM#smblade01-net#mysql55
380,145,6050.30,84721.56,24202.52,47629.58,OLTP-RW-MEM#smblade01-net#mysql55
390,145,5973.60,83663.99,23898.20,42853.50,OLTP-RW-MEM#smblade01-net#mysql55
400,145,5992.60,83896.57,23966.79,40629.93,OLTP-RW-MEM#smblade01-net#mysql55
410,145,6019.50,84298.63,24082.91,42141.14,OLTP-RW-MEM#smblade01-net#mysql55
420,145,5983.40,83787.50,23937.10,41378.64,OLTP-RW-MEM#smblade01-net#mysql55
430,145,6042.39,84606.11,24168.38,42204.26,OLTP-RW-MEM#smblade01-net#mysql55
440,145,6013.50,84219.32,24058.90,41602.19,OLTP-RW-MEM#smblade01-net#mysql55
450,145,6071.40,85016.75,24288.01,42027.76,OLTP-RW-MEM#smblade01-net#mysql55
460,145,5981.30,83801.43,23943.41,42610.47,OLTP-RW-MEM#smblade01-net#mysql55
470,145,6312.70,88344.29,25234.10,37073.68,OLTP-RW-MEM#smblade01-net#mysql55
480,145,6286.20,88011.21,25142.80,37140.32,OLTP-RW-MEM#smblade01-net#mysql55
490,145,6276.90,87912.36,25113.59,37151.44,OLTP-RW-MEM#smblade01-net#mysql55
